book,ts_code,position,value,wavg_cost,return,pct_return
yz,600038.SH,3233.0,141443.75,41.661102516322565,6753.405564729153,5.014023531564052
jx,600522.SH,-40545.0,-331658.1,8.871313140879234,28029.291296948562,7.792681082281339
yz,cash,18955863.10978232,18955863.10978232,0.0,18955863.10978232,0.0
jx,cash,30309376.45871147,30309376.45871147,0.0,30309376.45871147,0.0
jx,601800.SH,5184.0,51684.48,10.914410095579456,-4895.821935483895,-8.652873470110483
yz,600406.SH,50328.0,894831.8400000001,18.017299033985267,-11942.785782410414,-1.31706219415939
yz,600038.SH,3294.0,144013.68000000002,41.70074815885575,6651.415564729163,4.84224367738456
jx,600522.SH,-41310.0,-339155.10000000003,8.858793528127537,26801.660646948498,7.323723327195207
yz,cash,18936136.89978232,18936136.89978232,0.0,18936136.89978232,0.0
jx,cash,30314878.49386147,30314878.49386147,0.0,30314878.49386147,0.0
jx,601800.SH,5280.0,53697.6,10.901822336265889,-3864.021935483899,-6.712844088748515
yz,600406.SH,51260.0,931906.7999999999,18.020354775310388,8183.414217589423,0.8859161025416631
yz,600038.SH,3355.0,152484.75,41.77040668711501,12345.035564729129,8.80909142313914
jx,600522.SH,-42075.0,-357216.75,8.851814992203174,15223.36579694855,4.087466723173346
yz,cash,18916468.099782318,18916468.099782318,0.0,18916468.099782318,0.0
jx,cash,30320354.721961472,30320354.721961472,0.0,30320354.721961472,0.0
jx,601800.SH,5376.0,54835.2,10.890219854070665,-3710.6219354838977,-6.33797906120938
yz,600406.SH,52192.0,946762.88,18.02258709730247,6128.014217589516,0.6514764060433053
yz,600038.SH,3416.0,154129.91999999998,41.831684553650724,11232.885564729106,7.860824830355279
jx,600522.SH,-42840.0,-362426.4,8.844550511133253,16474.143896948546,4.347880773016018
yz,cash,18897040.80978232,18897040.80978232,0.0,18897040.80978232,0.0
jx,cash,30325783.213611472,30325783.213611472,0.0,30325783.213611472,0.0
jx,601800.SH,5472.0,55486.08,10.877971844934923,-4038.1819354838954,-6.7840940889963965
yz,600406.SH,53124.0,946669.68,18.01912705711939,-10578.425782410428,-1.1050871470530736
yz,600038.SH,3477.0,160115.85,41.90712810907991,14404.76556472914,9.88584061436188
jx,600522.SH,-43605.0,-365845.95,8.836314082030697,19461.525546948542,5.050907854648466
yz,cash,18877706.279782318,18877706.279782318,0.0,18877706.279782318,0.0
jx,cash,30331229.869961474,30331229.869961474,0.0,30331229.869961474,0.0
jx,601800.SH,5568.0,56292.479999999996,10.86562893956248,-4207.341935483892,-6.954304658897242
yz,600406.SH,54056.0,957331.76,18.013889776942623,-16427.065782410442,-1.686974777272121
yz,600038.SH,3538.0,163490.98,41.98272878328741,14956.085564729146,10.069072066595618
jx,600522.SH,-44370.0,-373151.7,8.828706150483402,18577.991896948544,4.742553929722492
yz,cash,18858612.479782317,18858612.479782317,0.0,18858612.479782317,0.0
jx,cash,30336604.902811475,30336604.902811475,0.0,30336604.902811475,0.0
jx,601800.SH,5664.0,56979.840000000004,10.852856980134867,-4490.7419354838785,-7.305513945186191
yz,600406.SH,54988.0,956791.2,18.00357579439897,-33189.425782410544,-3.352532859537526
yz,600038.SH,3599.0,169153.0,42.069156553284486,17746.105564729136,11.720804148925934
jx,600522.SH,-45135.0,-375071.85000000003,8.819662894581779,23003.634746948548,5.77871173392445
yz,cash,18839663.089782316,18839663.089782316,0.0,18839663.089782316,0.0
jx,cash,30341851.013361476,30341851.013361476,0.0,30341851.013361476,0.0
jx,601800.SH,5760.0,57427.200000000004,10.839010752688175,-5005.5019354838805,-8.017436023602533
yz,600406.SH,55920.0,963501.6,17.990772277940103,-42542.38578241062,-4.228680493460232
yz,600038.SH,3660.0,172861.8,42.156536730948325,18568.875564729125,12.034819893843649
jx,600522.SH,-45900.0,-373167.00000000006,8.807924080543541,31116.715296948503,7.696752087600933
yz,cash,18820525.979782317,18820525.979782317,0.0,18820525.979782317,0.0
jx,cash,30347184.916811477,30347184.916811477,0.0,30347184.916811477,0.0
jx,601800.SH,5856.0,59555.52,10.828897188436455,-3858.501935483888,-6.084619485907152
yz,600406.SH,56852.0,989224.7999999999,17.98117543415202,-33040.98578241083,-3.2321326060152042
yz,600038.SH,3721.0,177528.91,42.24892083721335,20320.675564729143,12.925961313493413
jx,600522.SH,-46665.0,-385919.55,8.798862932539345,24679.388746948563,6.010582692265172
yz,cash,18801378.499782316,18801378.499782316,0.0,18801378.499782316,0.0
jx,cash,30352513.135561477,30352513.135561477,0.0,30352513.135561477,0.0
jx,601800.SH,5952.0,59936.64,10.81749696496705,-4449.101935483886,-6.91007325805455
yz,600406.SH,57784.0,1005441.5999999999,17.971888165970007,-33045.985782411066,-3.1821262222902513
yz,600038.SH,3782.0,181082.16000000003,42.34106674650208,20948.24556472918,13.081704546226437
jx,600522.SH,-47430.0,-391297.5,8.789771821567543,25601.377496948582,6.140908234308203
yz,cash,18782327.269782316,18782327.269782316,0.0,18782327.269782316,0.0
jx,cash,30357796.49786148,30357796.49786148,0.0,30357796.49786148,0.0
jx,601800.SH,6048.0,60359.04,10.805030081925246,-4989.781935483887,-7.635611152118528
yz,600406.SH,58716.0,1015786.8,17.961308430111227,-38829.385782410856,-3.6818499759325864
yz,600038.SH,3843.0,183810.69,42.42949373803561,20754.145564729144,12.728189252758263
jx,600522.SH,-48195.0,-394235.1,8.779859317293258,28910.2197969486,6.832220148581938
yz,cash,18763259.569782317,18763259.569782317,0.0,18763259.569782317,0.0
jx,cash,30363202.137761477,30363202.137761477,0.0,30363202.137761477,0.0
jx,601800.SH,6144.0,61317.12,10.792952788978496,-4994.781935483879,-7.5322555826303965
yz,600406.SH,59648.0,1031910.4,17.951059310998037,-38834.38578241097,-3.626857333144428
yz,600038.SH,3904.0,187782.4,42.51937613608373,21786.75556472913,13.124895920522036
jx,600522.SH,-48960.0,-408326.39999999997,8.772754078777545,21187.639696948638,4.932932975112515
